104321073 => [H:12][c:1]1[c:2]([c:3]([c:4]([c:5]([c:6]1[H:16])[H:15])[S:7](=[O:8])(=[O:9])[N:10]([H:17])[N:11]([H:18])[H:19])[H:14])[H:13] => 19
104321074 => [H:12][c:1]1[c:2]([c:3]([c:4]([c:5]([c:6]1[H:16])[H:15])[S:7](=[O:8])(=[O:9])[N:10]([H:17])[N:11]([H:18])[H:19])[H:14])[H:13] => 19
104321075 => [H:13][C:1]([H:14])([H:15])[C:2]([H:16])([H:17])[N:3]([N:4]([H:18])[S:5](=[O:6])(=[O:7])[C:8]([H:19])([H:20])[H:21])[S:9](=[O:10])(=[O:11])[C:12]([H:22])([H:23])[H:24] => 24
104321076 => [H:13][C:1]([H:14])([H:15])[C:2]([H:16])([H:17])[N:3]([N:4]([H:18])[S:5](=[O:6])(=[O:7])[C:8]([H:19])([H:20])[H:21])[S:9](=[O:10])(=[O:11])[C:12]([H:22])([H:23])[H:24] => 24
104321077 => [H:13][C:1]([H:14])([H:15])[C:2]([H:16])([H:17])[N:3]([N:4]([H:18])[S:5](=[O:6])(=[O:7])[C:8]([H:19])([H:20])[H:21])[S:9](=[O:10])(=[O:11])[C:12]([H:22])([H:23])[H:24] => 24
104321078 => [H:13][C:1]([H:14])([H:15])[C:2]([H:16])([H:17])[N:3]([N:4]([H:18])[S:5](=[O:6])(=[O:7])[C:8]([H:19])([H:20])[H:21])[S:9](=[O:10])(=[O:11])[C:12]([H:22])([H:23])[H:24] => 24
104321079 => [H:13][C:1]([H:14])([H:15])[C:2]([H:16])([H:17])[N:3]([N:4]([H:18])[S:5](=[O:6])(=[O:7])[C:8]([H:19])([H:20])[H:21])[S:9](=[O:10])(=[O:11])[C:12]([H:22])([H:23])[H:24] => 24
104321080 => [H:13][C:1]([H:14])([H:15])[C:2]([H:16])([H:17])[N:3]([N:4]([H:18])[S:5](=[O:6])(=[O:7])[C:8]([H:19])([H:20])[H:21])[S:9](=[O:10])(=[O:11])[C:12]([H:22])([H:23])[H:24] => 24
104321081 => [H:13][C:1]([H:14])([H:15])[C:2]([H:16])([H:17])[N:3]([N:4]([H:18])[S:5](=[O:6])(=[O:7])[C:8]([H:19])([H:20])[H:21])[S:9](=[O:10])(=[O:11])[C:12]([H:22])([H:23])[H:24] => 24
104321082 => [H:13][C:1]([H:14])([H:15])[C:2]([H:16])([H:17])[N:3]([N:4]([H:18])[S:5](=[O:6])(=[O:7])[C:8]([H:19])([H:20])[H:21])[S:9](=[O:10])(=[O:11])[C:12]([H:22])([H:23])[H:24] => 24
104321083 => [H:20][c:5]1[c:6]([c:7]([c:8]([c:9]([c:4]1[O:3][C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])[H:23])[H:22])[S:10](=[O:11])(=[O:12])[N:13]([H:24])[N:14]([H:25])[H:26])[H:21] => 26
104321084 => [H:20][c:5]1[c:6]([c:7]([c:8]([c:9]([c:4]1[O:3][C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])[H:23])[H:22])[S:10](=[O:11])(=[O:12])[N:13]([H:24])[N:14]([H:25])[H:26])[H:21] => 26
104321085 => [H:20][c:5]1[c:6]([c:7]([c:8]([c:9]([c:4]1[O:3][C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])[H:23])[H:22])[S:10](=[O:11])(=[O:12])[N:13]([H:24])[N:14]([H:25])[H:26])[H:21] => 26
